10/28/20,30098469
10/29/20,30345220
10/30/20,30600994
10/31/20,30845323
2011/1/20,31103270
2011/2/20,31383407
2011/3/20,31634980
2011/4/20,31914299
2011/5/20,32217954
2011/6/20,32506315
2011/7/20,32805331
2011/8/20,33058571
2011/9/20,33315624
2011/10/20,33572984
2011/11/20,33953208
2011/12/20,34179447
11/13/20,34481579
11/14/20,34759398
11/15/20,34990158
11/16/20,35380888
11/17/20,35814479
11/18/20,36177589
11/19/20,36551888
11/20/20,36907312
11/21/20,37246582
11/22/20,37520306
11/23/20,37931519
11/24/20,38303698
11/25/20,38741108
11/26/20,39107984
11/27/20,39489610
11/28/20,39849316
11/29/20,40167599
11/30/20,40569855
2012/1/20,41046059
2012/2/20,41508985
2012/3/20,41935969
2012/4/20,42426586
2012/5/20,42862534
2012/6/20,43178578
2012/7/20,43591717
2012/8/20,44032488
2012/9/20,44458968
2012/10/20,44950194
2012/11/20,45428334
2012/12/20,46933277
12/13/20,47328396
12/14/20,41338399
12/15/20,41696563
12/16/20,42058783
12/17/20,42434192
12/18/20,42751920
12/19/20,43103506
12/20/20,43380335
12/21/20,43723555
12/22/20,44086740
12/23/20,44410880
12/24/20,44725552
12/25/20,45017158
12/26/20,45425322
12/27/20,45717710
12/28/20,46016136
12/29/20,46369231
12/30/20,46757476
12/31/20,47032627
2001/1/21,47313005
2001/2/21,47614297
2001/3/21,47882779
2001/4/21,48173187
2001/5/21,48488548
2001/6/21,48801673
2001/7/21,49125604
2001/8/21,49422867
2001/9/21,49753112
2001/10/21,50023662
2001/11/21,50313950
2001/12/21,50657507
1/13/21,51023568
1/14/21,51396413
1/15/21,51717035
1/16/21,52034090
1/17/21,52349805
1/18/21,52668558
1/19/21,53071502
1/20/21,53399273
1/21/21,53765412
1/22/21,54147169
1/23/21,54463662
1/24/21,54774619
1/25/21,55089060
1/26/21,55418603
1/27/21,55921212
1/28/21,56075031
1/29/21,56439138
1/30/21,56790304
1/31/21,57079203
2002/1/21,57351845
2002/2/21,57702035
2002/3/21,58031882
2002/4/21,58325871
2002/5/21,58607158
2002/6/21,58901715
2002/7/21,59199150
2002/8/21,59411984
2002/9/21,59783592
2002/10/21,60052900
2002/11/21,60328985
2002/12/21,60616584
2/13/21,60862827
2/14/21,61058258
2/15/21,61346871
2/16/21,61582276
2/17/21,61876217
2/18/21,62112835
2/19/21,62347470
2/20/21,62616685
2/21/21,62833942
2/22/21,63016509
2/23/21,63295139
2/24/21,63504597
2/25/21,63732290
2/26/21,63992558
2/27/21,64243283
